2.160397586981375323e-02,2.653595360895284598e-04,2.906939009226161552e-02
3.403339455155839771e-02,6.897058872920486944e-03,-1.794192908928663233e+00
2.931630459634382291e-02,1.170435719187466750e-02,-2.974187906781037061e+00
2.561991519104709139e-02,1.063652527331298420e-02,-2.787945634088090152e+00
5.082826135333912837e-02,9.330796859084311209e-03,-3.493926783988577700e+00
3.113740148191178683e-02,2.744297560838759691e-03,-6.392027378843798679e-01
3.942147249840811246e-02,2.387531833356093536e-02,-6.313018231135394842e+00
3.925937971034652862e-02,1.196935960969054517e-02,-3.129740056106583346e+00
3.098378308612636384e-02,8.120685919315881116e-03,-1.674289883992270855e+00
3.056023238804340958e-02,1.359899466246288977e-02,-3.457352102100569535e+00
3.114440682180960943e-02,2.665982482694092756e-02,-6.527307432099771489e+00
2.259807993209653545e-02,-7.259767354968621640e-03,1.853248212837138809e+00
4.145725508591319164e-02,1.108511676245477716e-02,-3.011816829509818660e+00
1.966312578115746862e-02,-7.043155838702499540e-03,1.637342538582457374e+00
3.084074374678286504e-02,2.314182352921835117e-03,-1.166432167828269861e+00
2.379702356491683948e-02,5.519003860612359778e-03,-1.376803496336167942e+00
2.896099644338620896e-02,8.708420220469030755e-04,-3.520178510344522671e-01
2.980667926603539422e-02,9.324265948008772162e-03,-2.338413014085874764e+00
1.500374802030372996e-02,-1.772108432507958804e-03,6.913136268434729725e-01
3.974394104560725199e-02,1.704845725267982795e-02,-4.313699438881490877e+00
4.940978841548096523e-02,1.800463540299680407e-02,-4.941570418446492141e+00
9.401312728915145467e-03,-7.412212201716830359e-03,1.927776634536121581e+00
5.543314234428135812e-02,-2.720320621522668084e-02,5.339450465157763226e+00
3.113784996344394831e-02,-2.747054713016624551e-03,2.629407507166883207e-01
3.263640833791438961e-02,2.238818877865171933e-02,-5.664678357898752736e+00
2.918391431453485133e-02,2.288715847028563368e-03,-8.020651685284336807e-01
1.724820675189145044e-02,-3.916408528060482189e-03,1.148087146559890970e+00
2.389948451200701179e-02,1.314602922263718304e-02,-2.291504461177169993e+00
1.915082857676366976e-02,-1.108858448880235131e-02,3.277345002569263421e+00
3.339752025941528785e-02,1.567488674576016094e-02,-4.049315355997272547e+00
2.799340006120704799e-02,8.719632402327934587e-03,-2.391499740541020547e+00
2.854022136388769879e-02,1.707074331276231154e-09,1.213765771736270871e+00
3.612781126486851874e-02,6.196967849773720415e-03,-1.527037294233515308e+00
3.652059824000374044e-02,8.020392947200586514e-03,-1.880431360171492816e+00
2.732337589948069176e-02,1.645236549421246613e-02,-3.926513391412504994e+00
3.471317275711589129e-02,-3.576533197909615575e-03,7.989931094063940087e-01
1.181897334524230174e-02,-1.364867964581822392e-02,4.056822273936358414e+00
4.001259934977723087e-02,2.719077714298782922e-02,-6.991216089708085946e+00
2.459461252360593125e-02,1.634189188302835952e-02,-3.945860225434677737e+00
2.413057814096481943e-02,-3.304507101855831859e-03,7.143632244773534534e-01
2.147888152774279219e-02,-1.300150855264399116e-05,-1.320989752543999529e-02
3.237844028497362941e-02,9.994288969064624162e-03,-2.576369758074716021e+00
2.321168256968428670e-02,-3.086703124457599711e-03,6.707035087166424159e-01
2.903091852097073114e-02,6.458203658824720507e-03,-1.683896734692375663e+00
3.610693946172850027e-02,-3.570969218739904194e-02,9.713924103959620027e+00
1.806712184575250471e-02,1.734726326569807674e-03,-5.223423788721790473e-01
2.008364304896827213e-02,7.839051185994099988e-03,-2.122775683890918863e+00
